Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,195,22.00,930.00,725.00,310.00,518.00,11-1-0,0,12
2,1153,19.00,720.00,628.00,290.00,358.00,9-2-1,0,12
3,558,18.00,850.00,726.00,330.00,208.00,9-3-0,0,12
4,230,18.00,800.00,740.00,340.00,372.00,9-3-0,0,12
5,716,18.00,750.00,577.00,330.00,296.00,9-3-0,0,12
6,1519,18.00,720.00,731.00,310.00,193.00,9-3-0,0,12
7,3467,16.00,790.00,645.00,300.00,432.00,8-4-0,0,12
8,131,16.00,680.00,600.00,270.00,281.00,8-4-0,0,12
9,228,16.00,680.00,576.00,310.00,375.00,8-4-0,0,12
10,172,16.00,670.00,576.00,290.00,261.00,8-4-0,0,12
11,319,16.00,640.00,703.00,310.00,295.00,8-4-0,0,12
12,1735,16.00,610.00,636.00,280.00,338.00,8-4-0,0,12
13,1073,15.00,460.00,656.00,290.00,373.00,7-4-1,0,12
14,125,14.00,890.00,695.00,340.00,455.00,7-5-0,0,12
15,811,14.00,840.00,662.00,320.00,403.00,7-5-0,0,12
16,58,14.00,750.00,698.00,280.00,486.00,7-5-0,0,12
17,3525,14.00,700.00,643.00,340.00,355.00,7-5-0,0,12
18,4473,14.00,670.00,608.00,250.00,280.00,7-5-0,0,12
19,133,14.00,650.00,681.00,290.00,283.00,7-5-0,0,12
20,2064,14.00,590.00,627.00,330.00,309.00,7-5-0,0,12
21,166,14.00,580.00,606.00,300.00,252.00,7-5-0,0,12
22,177,14.00,560.00,616.00,280.00,357.00,7-5-0,0,12
23,237,14.00,540.00,556.00,290.00,325.00,7-5-0,0,12
24,78,13.00,700.00,666.00,270.00,362.00,6-5-1,0,12
25,3930,13.00,670.00,621.00,320.00,291.00,6-5-1,0,12
26,4564,13.00,650.00,687.00,350.00,238.00,6-5-1,0,12
27,4908,12.00,870.00,563.00,310.00,351.00,6-6-0,0,12
28,2067,12.00,750.00,571.00,290.00,314.00,6-6-0,0,12
29,4055,12.00,690.00,676.00,310.00,453.00,6-6-0,0,12
30,1100,12.00,690.00,662.00,350.00,240.00,6-6-0,0,12
31,5122,12.00,640.00,687.00,300.00,339.00,6-6-0,0,12
32,176,12.00,570.00,644.00,280.00,356.00,6-6-0,0,12
33,999,12.00,570.00,492.00,290.00,389.00,6-6-0,0,12
34,2877,10.00,660.00,652.00,310.00,219.00,5-7-0,0,12
35,4761,10.00,640.00,572.00,230.00,241.00,5-7-0,0,12
36,2168,10.00,570.00,646.00,310.00,383.00,5-7-0,0,12
37,2648,10.00,560.00,564.00,330.00,265.00,5-7-0,0,12
38,69,10.00,550.00,686.00,220.00,358.00,5-7-0,0,12
39,178,10.00,550.00,591.00,250.00,203.00,5-7-0,0,12
40,246,10.00,540.00,483.00,290.00,323.00,5-7-0,0,12
41,4048,8.00,640.00,653.00,330.00,327.00,4-8-0,0,12
42,3461,8.00,540.00,568.00,270.00,256.00,4-8-0,0,12
43,175,8.00,520.00,613.00,290.00,375.00,4-8-0,0,12
44,1517,8.00,490.00,542.00,220.00,236.00,4-8-0,0,12
45,4958,8.00,280.00,468.00,350.00,221.00,4-8-0,0,12
46,1058,7.00,690.00,503.00,260.00,252.00,3-8-1,0,12
47,1099,6.00,710.00,511.00,290.00,315.00,3-9-0,0,12
48,2084,6.00,640.00,551.00,390.00,150.00,3-9-0,0,12
49,1991,6.00,590.00,658.00,230.00,227.00,3-9-0,0,12
50,61,6.00,550.00,542.00,390.00,279.00,3-9-0,0,12
51,4909,4.00,470.00,526.00,250.00,291.00,2-10-0,0,12
52,138,4.00,410.00,553.00,260.00,243.00,2-10-0,0,12
53,4925,0,370.00,368.00,170.00,183.00,0-12-0,0,12
